2599	1477-7819-12-48-4	what shows the involvement of the right iliac crest?	axial mri
2600	crn0003-0075-f01	what shows scattered spinal neurofibromas and bilateral schwannomas of the acoustic nerve?	cervical and brain mri
2601	iranjradiol-10-152-g002	what does non contrast enhancement ct demonstrate with spongy form speckled calcification and a well demarcated lesion involving the posterolateral side of the left first rib?	an oval sclerotic, expansile lesion
2602	jobw05e8_fig1	what demonstrates superficial t2 bright signal compatible with inflammation involving the subcutaneous tissue down to the level of the deep fascia?	stir axial mri of the left lower extremity
2603	JIAPS-16-115-g006	what does magnified view of the magnetic resonance urography lateral image show the entry of?	the left upper moiety ureter below the bladder neck
2604	crj-01-164-g001	what shows hepatomegaly and sclerosing cholangitis?	magnetic resonance cholangiogram of the liver
2605	jkss-81-S51-g002	what does the magnetic resonance imaging show?	a cystic lesion
2606	kjr-8-120-g002	what shows solid nature?	both masses
2607	ijo-27-387-g002	what shows nodular thickening of the tracheal wall?	axial contrast enhanced ct image of trachea on lung windows
2608	tropmed-85-583-g003	what shows multiple well circumscribed cysts with presence of scolex?	magnetic resonance imaging of the cranium
2609	cln-66-07-1295-g003	who were noted?	mild synchondroses of the vertebral bodies
2610	lbr-22-e8-g001	what shows pneumomediastinum and subcutaneous air?	ct scan of the chest and neck
2611	JNRP-1-39-g001	what shows epdural hematoma at d12 l1 vertebral level more in posterolateral aspect?	mri spine
2612	ceo-3-76-g002	what was measured on the parasagittal image where the fb shows the most prominent?	the thickness of the fb
2613	1477-7819-7-21-2	what shows normal appearing ileum at ileo caecal junction?	pre operative ct abdomen pelvis image
2614	1757-1626-1-259-1	what shows diffuse soft tissues emphysema of the neck?	thoracic ct
2615	IJMPO-30-138-g002	what does ct abdomen show at porta with ihbr dilatation?	a large caudate lobe liver mass involving the gall bladder and common bile duct
2616	SAJC-2-120a-g001	what does the ct chest show?	right side lung mass lesion extending into pleura with multiple small nodules on left side
2617	SNI-4-96-g007	what does postoperative coronal ct scan show with craniotomy defect?	near total tumor removal
2618	1757-1626-3-52-2	what shows the lesion with peripheral enhancement and hypodense necrotic center in the subcutaneous tissue of the posterior neck triangle?	axial ct scan with contrast of the neck
2619	1755-8166-7-52-2	what do brain MRI views without contrast show?	cortical dysplasia and asymmetric lateral ventricles with an enlarged right ventricle
2620	1477-7819-7-21-2	where does pre operative ct abdomen pelvis image show normal appearing ileum?	at ileo caecal junction
2621	ASM-29-393-g001	what does ct of the abdomen show?	the pda aneurysm
2622	1755-7682-7-5-2	where is the well defined ossified mass shown?	along the anteromedial aspect of long shaft of femur
2623	1757-1626-2-9358-2	what shows the collection was superficial to the muscles of the back and the gluteal region but deep to the posterior layer of the thoraco lumbar fascia?	mri in sagital plane
2624	JOMFP-13-14-g002	what shows extensive soft tissue destruction?	ct scan
2625	mjhid-2-3-e2010027f1	what does mri scan show?	occlusion and dilatation of left transverse and lateral sinus
2626	JETS-01-126-g001	are there any mass lesions or midline shift?	no
2627	JNRP-2-195-g002	what does axial t1w mri of cervical spine show?	syrinx
2628	IJRI-18-96-g003	what shows the typical molar tooth configuration of the superior cerebellar peduncles?	axial t2w mri of the brain
2629	LJM-4-160-g002	what does axial ct section with contrast media show?	extension of lesion
2630	JFMPC-1-157-g003	what shows gas in right renal parenchyma with perinephric extension?	ct of the abdomen
2631	1471-2377-6-33-2	where does t2 weighted magnetic resonance scan image after two months show marked improvement?	mainly in putamen
2632	1471-2342-12-21-4	what was resected?	a fnh in the right lobe
2633	crj-02-113-g002	what is subcutaneous fluid collection in the right flank following?	fistulization of the complex perihepatic fluid collection
2634	IJRI-18-73-g003	what shows an ectopic pelvic location of the kidney?	mri of the lower abdomen and pelvis
2635	1752-1947-3-107-1	what demonstrates a posterior hyperintense lesion at the cranio cervical junction involving the caudal medulla and the upper cervical cord?	sagittal t2 restore magnetic resonance image
2636	isd-41-189-g005	what shows that the abscess in the submandibular and sublingual space is almost dissolved?	contrast enhanced ct image at 10 days after third operation
2637	1756-0500-6-63-3	what does the Transverse view of CT scan show?	the bullet to be lodged postero medially to the left kidney
2638	JOMFP-18-303-g002	what does 3d ct reveal extending into the infratemporal space?	a hyper dense mass
2639	APC-01-142-g002	what does a ct scan show?	the precise extent of the aneurysm and its relation to the neighboring structures
2640	1757-1626-1-143-1	what does high resolution transverse ct image show?	extensive patchy ground glass opacity throughout both lungs
2641	1472-6815-12-10-4	what does the arrow show local thickening and enhancement of?	of the dura
2642	ijcn-6-001-g002	what does brain mri with posterior reversible encephalopathy syndrome show multiple areas of?	of hyperintense signal
2643	JPN-5-141-g001	what does axial section of the t1 weighted magnetic resonance imaging image of the brain show with a midline shift?	the tumor
2644	JCHIMP-5-28843-g001	what shows extensive infarctions within both cerebral hemispheres?	diffusion mri brain without contrast
2645	JPN-7-111-g003	what shows an abdominal catheter protruding from urethra?	abdominal ct
2646	kjim-12-1-100-19f2	what reveals that the entire main and branching pancreatic ducts were markedly dilated?	the abdominal ct
2647	JNRP-3-95-g001	what does unenhanced axial ct image show?	a serpiginous subcutaneous mass in the right temporal occipital region
2648	SJG-18-143-g002	what does contrast enhanced ct scan of the abdomen show?	mural thickening in the ascending colon
2649	1757-1626-0002-0000008302-001	what shows gastric dilatation?	ct
2650	ymj-53-611-g003	what shows coronal and axial views of the intraspinal and extraspinal soft tissue mass at t2 t3?	mri
2651	JOACP-30-110-g001	what does magnetic resonance imaging show the extent of?	of epidural abscess
2652	cios-3-24-g002	what was the vertebra disc unit divided into?	into three equal portions
2653	JNRP-3-95-g001	what shows a serpiginous subcutaneous mass in the right temporal occipital region?	unenhanced axial ct image
2654	JNSBM-5-170-g004	what does magnetic resonance spectroscopy of the lesion show?	lactate and lipid peak
2655	CEJU-65-00100-g004	what does a contrast enhanced arterial phase oblique image show clearly?	the separation of the units
2656	IJO-63-180-g004	what does magnetic resonance imaging show?	a homogenously enhancing solid mass lesion abutting right temporal horn of lateral ventricle and a small enhancing lesion in the left temporal lobe
2657	JCVJS-1-118-g002	what demonstrates hypointensity on both t1 and t2?	mri
2658	AJNS-7-32-g005	what shows adequate excision and no residual contrast enhancing regions?	immediate post operative contrast mri
2659	jls0021127380001	what shows the presence of a mass on the posterolateral aspect of the esophagus on the right?	ct scan of the chest
2660	SNI-4-58-g002	what demonstrates the extent of the soft tissue injury not apparent of the ct narrowed canal, anterior and posterior ligamentous disruption, small epidural hematoma and prevertebral edema?	sagittal mri
2661	IJO-58-153-g002	where does magnetic resonance imaging show flow signal void?	along the saggital sinus and transverse sinus
2662	1752-1947-5-580-2	what does the axial t2 weighted mri image show?	a signal void brain lesion in the left trigone area
2663	JCHIMP-3-20494-g002	what does t2 weighted coronal mri image of the lower extremities show?	edema and breakdown of muscle architecture of the left thigh
2664	crg-0008-0115-g02	what does cardiac mri study demonstrate?	a large hiatus hernia compressing and distorting the posterior wall of the left atrium
2665	1806-3713-jbpneu-40-02-00183-gf03	what shows pronounced ground glass changes in both lung fields?	hrct scan of the chest
2666	IJPS-8-149-g002	what shows no abnormality in inferior olive?	t2 mri of medulla
2667	kjhep-17-71-g003	where does contrast enhanced ct of the abdomen show an amoebic liver abscess with thrombus?	in the inferior vena cava
2668	jpts-27-1625-g002	what show contrast enhancement in both joint spaces and periarticular areas?	post contrast images
2669	kcj-40-354-g002	what reveals an esophageal mass which compresses the left atrium?	chest ct
2670	NAJMS-5-443-g002	where does brain magnetic resonance angiogram of the posterior cerebral circulation show a filling defect?	in the right vertebral artery
2671	1806-3713-jbpneu-40-02-00183-gf03	where does hrct scan of the chest show pronounced ground-glass changes?	in both lung fields
2672	TOORTHJ-9-367_F2	what is the cause for his complete cord syndrome?	bleeding in the myelum at the level of c3 and c4
2673	IJMPO-30-138-g001	what shows a large caudate lobe liver mass involving the gall bladder and common bile duct at porta with intrahepatic biliary radical dilatation?	ct abdomen
2674	0392-100X-33-347-g001	what does t1 weighted mri with intravenous gadolinium enhancement show?	a left sphenoid sinus mass with homogeneous contrast enhancement
2675	jkss-80-362-g001	what shows ahighly enhancing polypoid tumor in the distal ileum?	contrast enhanced ct scan
2676	APC-5-44-g006	what does chest ct angiogram show?	thrombus in the left pulmonary artery
2677	IJN-22-42-g002	what does the Follow-up CT scan of brain 2 weeks after the first study reveal?	complete resolution of the white matter abnormality in the occipital lobes
2678	cro0004-0458-f01	what does ct scan of abdomen with oral and iv contrast show?	thickening of wall of the small intestine
2679	1757-1626-0002-0000006550-005	what does magnetic resonance imaging show?	anterior cruciate ligament rupture
2680	IJEM-17-198-g002	what does coronal magnetic resonance imaging image show?	large parathyroid adenoma
2681	ijms-39-487-g001	what does axial brain ct scan show?	no significant lesion
2682	1749-7922-4-24-2	what were felt to represent a hematoma?	the fluid densities
2683	jkms-25-1077-g003	what does the positron emission tomography ct scan reveal?	a heterogeneous hypermetabolic mass which suggested a malignant retroperitoneal or adrenal tumor
2684	1471-2474-14-132-4	what shows a massive hemothorax in the left pleural space?	a postoperative ct image of the chest
2685	asj-8-361-g001	what are showing a massive epidural hemorrhage from c2 to l1 level?	preoperative sagittal t2 weighted magnetic resonance images
2686	12957_2015_660_Fig1_HTML	what does axial ct show intussusception at the ascending colon with?	with wall thickening
2687	JETS-6-276-g005	what shows left perinephric hematoma?	non contrast ct
2688	kjae-64-388-g001	where does t2 weighted sagittal magnetic resonance imaging show a subarachnoid hematoma?	near l5
2689	SaudiMedJ-36-747-g003	what does spiral ct scan of the chest show?	a non occlusive saddle pulmonary embolism
2690	1471-2407-5-117-4	what does magnetic resonance image of the maxilla show?	an enhanced lesion of the left hard palate with thickening of the genal mucosa and no bone involvement
2691	JOMFP-18-303-g002	what does 3d ct reveal a hyper dense mass arising from?	the posterior palate
2692	SJG-15-59-g001	what does surface rendered ct image show?	 multiple cutaneous neurofibromas
2693	1477-7819-12-126-2	what does ct reveal?	a large tumor in the right lobe of the liver along with an adjacent intraperitoneal hyperdense fluid collection
2694	ATM-05-67-g014	what are showing a pleural based mass with underlying pleural calcification?	axial ct scans
2695	JFMPC-4-468-g003	what does mri of the brain show a pituitary macroadenoma with? 	right cavernous sinus extension
2696	rjt05902	where does ct sagittal scan show a suspected osteolytic lesion?	in the right os ilium
2697	1757-1626-0002-0000006910-001	what does chest ct show?	a mass of the right upper lobe and multiple pure ground glass opacity of the bilateral lungs
2698	rju03003	what shows a hyperintense right suprarenal mass?	mri abdomen
2699	1755-7682-3-17-2	what reveals partial anterior sublaxation?	ct scan of cervical spine
2700	JRMS-18-1114-g001	what reveals large retroperitoneal mass?	abdominal ct
2701	jocmr-03-203-g004	what does ct scan show?	periacetabular bone loss
2702	ijcn-8-060-g007	what shows corpus callosum agenesis?	coronal mri
2703	TOMINFOJ-4-50_F3	what is this sample ct scan of?	the human head
2704	PAMJ-18-149-g002	what does the magnetic resonance imagery t1 of the pelvis show after gadolinium injection?	bone oedema of symphysis pubis and abdominal muscles
2705	kjs-9-137-g003	what does an axial image of a ct scan show?	a screw which protruded into the vertebral foramen without vascular penetration
2706	crg0002-0232-f01	what shows part of the bowel and omentum in the chest?	ct scan of the lungs and abdomen
2707	TJH-29-181-g3	what was considered calcification without evidence of a mass?	crescent-shaped fibrotic tissue in theposterior region of the left bulbus oculi
2708	JCHIMP-3-20494-g001	what does t2 weighted cross sectional mri image of the left thigh show edema and breakdown of?	muscle architecture
2709	1755-7682-3-17-2	what does ct scan of cervical spine reveal?	partial anterior sublaxation
2710	kjhbps-16-37-g006	what show the anastomosis site and collateral varices after the shunt operation between superior mesenteric vein and inferior vena cava?	ct and portography through ivc
2711	jsls-2-3-291-g01	what demonstrates right adrenal metastasis?	ct scan of the abdomen
2712	ircmj-13-346-g001	what does ct scan show?	hypoechoic mass in the upper pole of left kidney
2713	1757-1626-1-56-4	what does sagittal 3dct scan of the spine show islands of?	of increased sclerosis in areas of relative radiolucencies within the vertebral bodies
2714	jls0041332310001	what can the shunt tube be observed as within the descending colon on this ct scan?	as a white line
2715	kjim-20-72-g002	where does abdominal ct scan show an exophytic well defined round mass?	in the duodenal bulb
2716	JETS-7-136-g001	what does abdominal ct show dilatation of?	of the stomach
2717	jrm-6-032-g003	what does posttreatment ct show?	less enhancement of a smaller soft tissue mass
2718	IJEM-16-501-g003	what shows choanal atresia?	ct scan of paranasal sinus
2719	SNI-1-34-g003	what demonstrates soft tissue fluid collection?	non contrast head ct of infant
2720	IJOrtho-41-72-g003	what does axial ct show sacrum with bony strutarising from the ilium?	absent left hemi
2721	UA-2-29-g002	what does sagittal reformat ct image show right perinephric abscess reaching superiorly upto bare area of liver with at its lower end below right kidney?	with inflammed appendix
2722	ymj-51-475-g001	what does ct scan of a brain show a large amount of?	subarachnoid hemorrhage and intraventricular hemorrhage
2723	1757-1626-0002-0000008530-002	what demonstrates clear and intact cortical margins of the apical ossicle separate from the odontoid proper?	coronal reconstructed ct of the odontoid complex
2724	kjae-60-134-g003	what does the neck ct image show?	metastatic lesion to lymph node adjacent to superficial cervical plexus
2725	crj-02-113-g001	what shows a large subhepatic and perihepatic fluid collection with internal septations?	abdominal ct
2726	1757-1626-0002-0000006857-001	who does mri lumbar spine show at l5 s1 level?	spondylodiscitis
2727	IJMPO-30-46-g002	what does the ct chest show?	anterior mediastinal mass extending into right side of chest
2728	IJO-62-735-g004	what does mr orbit show?	mass with cystic space extending into cavernous sinus
2729	kjim-18-3-202-13f2	what does the chest ct scan show?	well defined hypodense masses in the right axillary region
2730	JPN-8-120-g002	what shows left temporal gyral hyper intensities in addition to arachnoid cyst?	axial flair mri brain
2731	1757-1626-1-259-3	what does the thoracic ct show?	posterior tracheal rupture
2732	ceo-4-137-g003	what shows a hyperintense area?	the t1 weighted magnetic resonance imaging scan of the high density porous polyethylene implant
2733	1757-1626-3-16-1	what does abdominal ct scan show?	a giant splenic pseudocyst with net lining
2734	cro-0007-0444-g01	what shows a duodenal tumor, multiple liver metastases, multiple lymphadenopathy, and ascites?	ct with intravenous contrast of the abdomen
2735	cmh-21-295-g004	what does axial ct liver scan obtained after chemotherapy show?	nearly complete resolution of the lesions
2736	NJS-18-22-g002	what does ct scan of the abdomen show two cystic collections in the anterior abdominal wall with?	peripheral enhancement
2737	1477-7819-5-101-1	what does the abdominal ct demonstrate the presence of?	of a gallstone within the gallbladder
2738	40364_2014_23_Fig3_HTML	what shows a distention of small bowel loops with several air fluid levels?	ct scan of the abdomen
2739	1749-8090-2-12-1	what shows aortoesophageal fistula?	contrast enhanced ct scan
2740	JPN-6-118-g001	what does ct scan show?	defect in sphenoid with herniating meningoencephalocele
2741	IJCP-07-171f2	what is the large gastric mass associated with?	regional lymph node involvement
2742	1757-1626-0002-0000008875-1	what does ct scan of the pelvis show the tumoral process infiltrated the base of?	of the prostate gland
2743	AIAN-17-478-g002	where does mri brain with contrast show well enhancing tumor?	in pineal region
2744	1806-3713-jbpneu-41-01-00065-gf06	what shows frontal sinus aplasia with cystic fibrosis?	sagittal ct scan of the sinuses
2745	AIAN-13-136-g001	what is extending into the corona radiata?	t2 hyperintensity in the left thalamus
2746	IJHG-18-263-g005	what shows bronchiectasis?	ct chest
2747	1757-1626-1-417-1	what does high resolution ct scan of the chest show?	the lung nodules
2748	ijcn-8-060-g008	what does axial ct scan show?	parallel ventricles
2749	JETS-02-48-g001	what shows bilateral ophthalmic vein thrombosis with cavernous sinus thrombosis?	ct image
2750	12891_2015_667_Fig3_HTML	what does mri show?	severe joint destruction, obscure subcartilaginous bone plates, central and peripheral erosions, abscesses and articular cartilage damage
2751	kjr-15-258-g003	what does sagittal t2 weighted mri of woman demonstrate?	sacralization of l5 vertebra
2752	asj-5-220-g004	what is the disc behind the body of c4 cervical vertebra appearing as?	hyperintense signal density
2753	JISP-14-270-g004	what shows retained root fragment?	pre operative ct image
2754	IJPsyM-34-133-g002	what does coronal section of mri show the tracings of?	of all four subregions of insula
2755	jkns-54-61-g004	what shows marked improvement of multiple nodular enhanced lesions at both frontoparietal lobes?	brain mri
2756	JNRP-4-125-g003	where does mri t2w image of brain show a csf intensity cystic lesion?	in right temporoparietal region
2757	pone.0120110.g003	what are portosystemic collaterals shown as areas without?	without signal intensity
2758	JNRP-6-267-g008	what shows the wedged c2 spinous process with evidence of fusion?	ct scan of cv junction after fixation
2759	IJSS-7-2013-03-002-g002	who does preoperative ct demonstrate severe loosening of?	of the pedicle screws at l3 and l5
2760	1749-7922-8-37-2	what reveals target sign of ileocolic intussusception in left abdomen?	axial section of abdominal ct
2761	JFMPC-4-468-g003	what does mri of the brain show?	a pituitary macroadenoma with right cavernous sinus extension
2762	UA-5-157-g005	what shows gas in the perinephric space?	mri
2763	crg-0006-0254-g01	what does contrast enhanced ct during the arterial phase show?	a large hyperdense structure in the tail of the pancreas with extensive enhanced peripheral areas
2764	IJRI-22-195-g032	what does the short arrow show?	the tongue primary reaching vallecula
2765	IJEM-15-255-g002	what does pre operative magnetic resonance imaging of brain show?	hypothalamic hamartoma
2766	iranjradiol-11-7467-g003	what shows signal void tubular structure in the right paravertebral space?	mri of the thoracic region
2767	IJEM-17-182-g004	what is giving rise to characteristic candle dripping appearance?	subependymal hamartomas seen along the lateral surface of the lateral ventricles
2768	pone.0100065.g007	is there any deformation of the stent?	no
2769	cro0003-0434-f03	what demonstrates a significant mass reduction?	mri of the thorax after chemotherapy regimen
2770	cro-0007-0164-g04	what shows a thickening of the anal wall and a mild surrounding soft tissue enhancement?	mri of the pelvis
2771	JCIS-2-52-g013	where does 3d ct reveal abnormality?	in the right mandible
2772	1752-1947-1-36-2	where does ct scan show tumor of the transverse colon?	within a left inguinoscrotal hernia
2773	sfu07502	what does axial ct show?	perinephric fluid surrounding renal cortex and parapelvic fluid
2774	1756-0500-6-166-1	what shows a large retroperitoneal pelvic mass?	ct image of the abdomen
2775	NJMS-2-210-g003	what does occlusal view of maxilla in ct show?	destruction of maxillary alveolus
2776	ccr30003-0650-f1	what does ct scan fail to show?	any abnormalities
2777	cro-0007-0164-g04	what does mri of the pelvis show a thickening of?	the anal wall and a mild surrounding soft tissue enhancement
2778	PAMJ-11-68-g002	what shows mass lesion in left lung with parietal invasion?	thoracal ct
2779	HV-12-112-g001	what does inferior view of a transverse section of a mri show?	the right ventricle and the aneurysm
2780	rju10602	what shows a pneumomediastinum?	axial section ct pulmonary angiogram
2781	JIAPS-15-39-g001	where are anomalous vessels arising from?	the descending aorta
2782	1471-2334-4-24-4	what shows fluid within the right mastoid air cells?	t2 weighted image
2783	SJA-6-65-g002	what does ct reconstruction picture show foreign body obstructing?	the left main bronchus
2784	NAJMS-3-524-g001	what is the giant well defined retroperitoneal hematoma displacing?	adjacent structures along the left psoas muscle
2785	1752-1947-2-211-2	what does coronal mri t2 flair sequence show?	herniation injury
2786	cro-0007-0732-g02	what demonstrates a large expansive process in the right mandibular ramus?	coronal ct
2787	JCIS-1-22-g014	where does sagittal magnetic resonance t2 gradient image demonstrate fluid?	within the suprapatellar bursa
2788	IJPsy-55-386-g001	what shows bilateral basal ganglia calcification?	ct scan brain image
2789	IJEM-15-267-g002	what shows prolactinoma?	mri of the brain
2790	IJRI-18-69-g006	where does sagittal t1w mri reveal cystic degeneration?	in a hypointense intrauterine fibroid
2791	1752-1947-6-282-3	what is iso-intense when compared with spleen parenchyma?	a mass that demonstrates moderate homogenous hyperintensity
2792	40064_2012_209_Fig2_HTML	what was suggestive of an esophageal diverticulum communicating with apical segment of right upper lobe?	ct scan of the chest
2793	NMJ-56-77-g005	what is the mass involving?	the anterior maxilla
2794	WIITM-10-24091-g001	where is the expansive mass arising from?	the nasal septum
2795	OL-06-04-1120-g00	what shows the right pleural and abdominal effusions?	ct
2796	ccr30001-0066-f1	what does representative axial ct scan image show?	pancreatic tail mass
2797	PAMJ-21-325-g006	what does mri coronal view show?	the extent of tenosynovitis
2798	IJPsyM-34-133-g001	what shows the 3d reconstruction of the anterior and posterior subregions of insula?	sagittal section of mri
2799	SNI-2-47-g001	what is the calcified t7 t8 disc compressing on?	the spinal cord
2800	rjv03401	what shows lesion at tail of pancreas?	mri
2801	1752-1947-8-343-3	what does magnetic resonance imaging show spinal fracture dislocation of?	t6 to t7
2802	rb-48-03-0181-g10	what identifies a slight increase in the dimensions of the organ and loss of the habitual, lobulated contors of the pancreas?	ct
2803	1477-7819-12-190-15	what shows the volume of the harvested graft?	the red part
2804	IJA-57-431-g002	what does magnetic resonance imaging show the extent of?	of the mass
2805	jsls-7-2-159-g01	what demonstrates superior mesenteric vein thrombosis?	ct of the abdomen
2806	cro-0005-0290-g03	what does head ct and mri show?	a cerebellum metastasis
2807	ATM-05-67-g014	what reveals a small cell lung cancer?	a ct guided biopsy
2808	jlm-04-104f1	what does Sagittal and axial T2-weighted MRI image of atlantoaxial chordoma show?	damaged bony structures and soft tissue invasion
2809	ETM-05-02-0567-g00	what reveals l3 spondylolisthesis, l45 and l5s1 disc herniation and spinal stenosis?	mri
2810	1758-5996-2-60-8	what shows regression of bone marrow edema and soft tissue edema?	mri sagittal stir sequence
2811	12957_2015_675_Fig1_HTML	what does preoperative ct show?	the size, vascularization, and location of the tumor
2812	1757-1626-2-9336-1	where does ct abdomen show non enhancing lesion?	in the tail of pancreas
2813	rjv09901	what does ct abdomen show?	large air-filled right abdominal mass that appears to be a septic ovarian cyst
2814	rjt04601	what shows evidence of gastrojejunostomy and visible foreign body in the stomach and features of small bowel obstruction?	contrast enhanced abdominal ct scan in coronal view
2815	crj-02-016-g001	what shows markedly dilated portal vein, hepatic vein, and inferior vena cava with heterogeneous enlarged liver and innumerable hyperdense nodules?	abdominal ct
2816	kjim-14-2-82-13f1	what does an abdominal ct scan demonstrate an abscess with?	the air fluid level located outside the greater curvature of the stomach
2817	IJO-43-412-g004	what does postoperative saggital mri of the thoracolumbar region show massive collection of?	of blood
2818	IJRI-23-15-g002	what are showing the branching calcific densities in both lungs?	ct images
2819	SNI-4-87-g003	what does fiesta mri reveal as it meets the arachnoid cyst?	the course of the right third nerve
2820	NAJMS-6-545-g001	what shows extensive low attenuation with mild mass effect predominantly affecting white matter bilaterally?	ct scan of the head
2821	jvms-76-331-g006	what does contrast-enhanced ct image show?	feeding vessels from the internal carotid artery
2822	1748-7161-3-18-5	what does postoperative ct scan reveal at the l2 level?	no residual spinal stenosis
2823	IJO-58-238-g002	what shows soft tissue swelling in right periorbital region?	mri sagital t1
2824	IJEM-16-297-g002	what shows loss of posterior pituitary bright spot?	mri sella
2825	ATM-7-57-g005	what shows the relationship of the goiter with the trachea and the mediastinum?	ct scan of the chest
2826	kjpain-26-392-g001	what does a lumbosacral mri sagittal plane image show?	a narrow sacral canal
2827	1806-3713-jbpneu-39-01-00098-gf03	what does axial ct slice at the oropharyngeal level show?	the pathological pattern of the air passage anteroposteriorly
2828	JPN-8-34-g003	what does postoperative mri t1brain show decompression of?	of ventricles with presence of cm1
2829	IJRI-19-57-g002	what is causing attenuation of the proximal svc?	the thickening
2830	kjs-8-300-g003	what shows disc protrusion compressing the left s1 root?	lumbar spine mri t2wi axial view
2831	JPN-7-129-g003	what does the mri show?	disc degeneration involving l5 s1 level with no evidence of any significant disc herniation
2832	dddt-7-767Fig1	what shows the drainage tube placed in the lesion?	head ct axial image
2833	kjp-49-69-g002	what does fdg pet ct show?	increased fdg uptake
2834	2045-709X-19-2-4	what demonstrates marked degenerative arthrosis at right l5 s1 facet?	ct image from spect ct
2835	IJRI-24-327-g013	what do axial and coronal contrast enhanced ct images demonstrate?	abnormal jejunal wall thickening and mucosal enhancement due to mucositis
2836	IJOrtho-45-74-g002	what show the disc herniation?	preoperative axial t2w1 and t1w1 mri images
2837	1757-1626-2-9086-3	what does axial and lateral ct of left knee one year after trochleaplasty demonstrate?	irregular lateral condyle due to nonunion and collapse of subchondral bone
2838	ORT-84-237-g002	what shows large fluid filled pseudotumor?	mri of case 30
2839	PAMJ-17-269-g002	what does axial image of contrast enhanced ct show?	homogenously enhancing omental and left lumbar lesions
2840	PAMJ-21-325-g005	what shows thickening and effusion peritendinous at the junction of ecrb and ecrl with extensor pollicis brevis and abductor pollicis longus?	mri axial view
2841	1757-1626-2-145-4	what shows hyperintese lesion?	brain mri t2 bilateral parieto-occipital
2842	1477-7819-5-59-3	what shows huge inhomogeneous mass lesion can be identified in the right side of the intra abdomen?	abdominal mri
2843	APC-5-44-g006	where does chest ct angiogram show thrombus?	in the left pulmonary artery
2844	cios-1-58-g003	what does mri show?	subligamentous extension of inflammation to the t12 l1 intervertebral disc
2845	cro-0005-0208-g02	what does t2 sequence magnetic resonance imaging in the coronal plane show?	the enlarged liver with several nodules with central hypersignal
2846	IJRI-22-317-g008	what shows agenesis of the sphenoid sinus?	coronal ct
2847	SJG-14-144-g004	where does oblique sagittal mpr ct image show calculus and mass?	in gallbladder with a soft tissue tract leading to the adjacent part of the hepatic flexure of the colon
2848	1752-1947-4-133-3	what does abdominal ct scan show?	area of low attenuation in right lobe of liver
2849	1752-1947-5-342-6	what does axial t2 weighted mri of his cervical spine show?	the lesion is slightly to the right of the midline
2850	1746-160X-3-3-1	what does coronal ct scan reveal?	pneumatization of the superior left turbinate
2851	UA-5-157-g003	where does ct scan show gas?	within the pelvis of left kidney
2852	jnm-18-218-g001	what reveals fecal impaction in a megarectum?	abdominopelvic ct
2853	asj-5-192-g002	what was iso to hypo intense on t2 weighted images?	the lesion
2854	ijcn-7-053-g003	what does brain ct scan show?	bilateral calcification in basal ganglia, periventricular demyelination and mild dilatation of lateral ventricles
2855	kjae-59-S197-g001	what does brain mri show?	a multiple cerebral infarction
2856	wjps-1-107-g002	what does axial brain mri in flair sequence show?	abnormal signals in sigmoid sinus
2857	12957_2014_1881_Fig3_HTML	what does the Abdominal T2-weighted magnetic resonance imaging study show?	a low density renal pelvic mass and hydronephrosis of the left kidney
2858	UA-7-88-g005	what does mri show?	septate uterus
2859	1472-6823-10-19-3	what does mri of the brain show four months later after steroid treatment?	new process developed in the cns
2860	NJMS-3-195-g004	what is seen in three dimensional ct reconstruction image?	Large anteroposterior extent of left mandibular Coronoid process
2861	mjhid-5-1-e2013006f5	what does pet images show?	presence of intense fdg uptake in the gastric curvatures with thickening
2862	1742-6413-2-21-1	where does the cect scan show a homogenous isodense soft tissue mass?	in the region of left lobe of thyroid
2863	kjim-9-1-43-8f1	what shows area of high signal intensity in right parieto temporal white matter?	Axial, T2-weighted spin echo MRI scan of brain
2864	JMAS-8-19-g001	where does ct scan of the thorax show a well circumscribed lesion with homogenous fat attenuation?	in the upper lobe of the right lung
2865	kjhbps-16-37-g006	when do ct and portography through ivc show the anastomosis site and collateral varices?	after the shunt operation between superior mesenteric vein and inferior vena cava
2866	1757-1626-1-305-3	what does ct scan demonstrate?	tip of screwdriver abutting the abdominal aorta
2867	1757-1626-1-305-3	what does ct scan demonstrate tip of?	of screwdriver abutting the abdominal aorta
2868	IJOrtho-44-95-g003	what shows the stretched out cervical cord that was compressed at the apex of the kyphosis?	the magnetic resonance imaging
2869	AMS-10-23771-g002	where does the ct scan show polycyclic neck mass without infiltration?	closely adjacent to laryngeal cartilages
2870	rjv03502	what does an axial ct image of the abdomen demonstrate?	PI marked on the image
2871	IJBS-3-302_F4	what does the Axial T2 weighed MRI sequence show?	The hepatic hemangioma has an atypical T2 signal intensity
2872	JFMPC-3-443-g002	what does mri t2 weighted image show?	areas of hyper intensity involving caudate nucleus and thalamus
2873	jls0041331770001	what shows the left seminal vesicle cyst?	preoperative ct scan of pelvis
2874	40248_2015_9_Fig3_HTML	what does chest ct images obtained on the 29th day of admission show that multiple small cavitary lesions, nodules and ground glass opacity had improved after?	antifungal therapy
2875	1757-1626-0002-0000008305-003	what shows a cystic lesion in the posteromedial aspect of the knee and calf?	mri
2876	1472-6815-12-6-1	where does mri of the patient with the arrow point to a large soft tissue mass?	in the right middle ear and infratemporal fossa
